screen_name,name,description,location,expanded_url,verified,#followers,#friends,#listed,#statuses,joined
RepDWStweets,Rep. Wasserman Schultz,U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.,Weston & Washington,http://wassermanschultz.house.gov/,true,12740,2263,496,3394,2013-02-01T20:31:25+00:00
RepScottPeters,Rep. Scott Peters,"Serving #CA52. @EnergyCommerce, @VetAffairsDems, & @HouseNewDems. Country over Party / Rule of Law / Opportunity to Earn / Strength Abroad / Respect & Kindness","San Diego, Poway, Coronado",http://scottpeters.house.gov,true,22452,931,815,9300,2013-01-30T23:28:14+00:00
RepBetoORourke,Rep. Beto O'Rourke,US Congress - El Paso,"El Paso, TX",http://fb.com/betoorourketx16,true,199627,284,976,4136,2013-01-30T14:52:51+00:00
DarrellIssa,Darrell Issa,"I work for CA-49, Chair the Subcommittee on Courts, Intellectual Property, and the Internet, & serve on the House Committee on Foreign Affairs.","Vista, CA & Washington, DC",http://issa.house.gov,true,301722,33463,5258,21351,2009-03-02T17:39:00+00:00
replouiegohmert,Louie Gohmert,"Member of Congress, representing the first district of Texas which encompasses over 12 counties stretching nearly 120 miles down the eastern border of Texas.","",http://gohmert.house.gov,true,167979,757,2115,6938,2009-02-26T20:14:28+00:00
SciCmteDems,Science Committee,"News from the U.S. House of Representatives Committee on Science, Space, and Technology Democrats - May not represent the views of Members of the Committee","Washington, DC",http://democrats-science.house.gov/,true,16823,765,730,5862,2009-02-26T20:02:26+00:00
WhipHoyer,Steny Hoyer,"The Democratic Whip of the U.S. House of Representatives, representing Maryland's 5th Congressional District.","Washington, DC",http://DemocraticWhip.gov,true,105375,4029,2729,16339,2009-02-26T14:13:01+00:00
SenMarkey,Ed Markey,"Official account for Senator Edward J. Markey. National leader on energy, environment, climate, telecom. Voice for consumer protection. https://t.co/nfYWzVp6R8",MA,http://www.markey.senate.gov/,true,139974,1352,2999,12981,2009-02-20T15:49:29+00:00
RoyBlunt,Senator Roy Blunt,Official account of U.S. Senator Roy Blunt. Honored to represent the great state of Missouri.,Missouri,http://blunt.senate.gov,true,94146,7050,3362,10636,2009-02-19T02:58:03+00:00
SenatorBurr,Richard Burr,"U.S. Senator from North Carolina, Chairman of the Senate Select Committee on Intelligence","Winston-Salem, NC",http://burr.senate.gov,true,136885,1826,3302,3658,2009-02-18T01:53:03+00:00
SenShelby,Richard Shelby,The official Twitter page for U.S. Senator Richard Shelby (R-Ala.) https://t.co/YqOy54UpSf,"Tuscaloosa, Alabama",http://www.shelby.senate.gov,true,74443,465,2006,1950,2009-02-17T17:53:43+00:00
SenBillNelson,Senator Bill Nelson,The senior senator from the state of Florida.,"Florida/ Washington, D.C.",http://billnelson.senate.gov,true,364704,100,3637,1548,2009-02-11T15:44:25+00:00
RepPerlmutter,Rep. Ed Perlmutter,"Member of Congress, proudly representing the 7th District of Colorado https://t.co/wLRJaGd9rX",Colorado,http://perlmutter.house.gov,true,30414,4382,1295,4596,2009-02-10T22:17:52+00:00
InhofePress,Inhofe Press Office,Press Office of U.S. Senator @JimInhofe (R-Okla.),"Washington, D.C.",http://inhofe.senate.gov,true,15729,1352,1035,6256,2009-02-10T21:12:51+00:00
RepSchrader,Rep. Kurt Schrader,Proudly representing Oregon's 5th Congressional District,Oregon,http://schrader.house.gov/,true,23641,755,1166,2205,2009-02-10T21:04:21+00:00
VernBuchanan,Rep. Vern Buchanan,U.S. Congressman,Florida's 16th District,http://buchanan.house.gov/,true,27345,10586,1343,2451,2009-02-09T21:05:19+00:00
HASCRepublicans,Armed Services,The House Armed Services Committee Republicans; Twitter feed of the latest committee news and updates,"Washington, DC",http://armedservices.house.gov/,true,16542,873,824,4776,2009-02-05T21:46:45+00:00
stabenow,Debbie Stabenow,Senator Stabenow proudly represents the great State of Michigan in the U.S. Senate.,"",http://debbiestabenow.com,true,46767,245,1335,2007,2009-02-05T01:56:00+00:00
RepPeteOlson,Rep. Pete Olson,Proudly representing TX-22 in Congress. Follow me on Facebook: http://t.co/2aP7aRlj3f and Instagram: https://t.co/hBZNAgZcuI,"Washington, DC / Houston, TX",http://olson.house.gov,true,9148,2156,662,6957,2009-02-04T13:40:57+00:00
PeterRoskam,Peter Roskam,"Husband, father, and U.S. Representative for the 6th District of Illinois. I serve as @WaysandMeansGOP Health Subcommittee Chairman in the 115th Congress.","Wheaton, IL",http://Roskam.House.Gov,true,29966,4509,1514,7079,2009-02-04T00:11:56+00:00
RepJoeBarton,Joe Barton,I work for the people of the 6th District of Texas and am honored to represent them in Washington.,"Ennis, TX",http://www.joebarton.house.gov,true,27886,332,1449,2084,2009-02-02T20:30:20+00:00
RepKevinBrady,Rep. Kevin Brady,"Dad. Husband. @WaysandMeansGOP Chairman. Loves: Baseball, Texas, tax reform.","The Woodlands, Texas",http://kevinbrady.house.gov,true,40427,727,1594,11594,2009-02-02T19:57:06+00:00
GOPLeader,Kevin McCarthy,I serve as Majority Leader and Representative of California's 23rd district in the U.S. House of Representatives.,"Bakersfield, CA",http://www.majorityleader.gov,true,192673,1445,3377,9744,2009-01-29T22:28:48+00:00
SenatorCollins,Sen. Susan Collins,"United States Senator from Maine. 

All tweets originate from the Press Office of Senator Susan Collins.",Maine,http://collins.senate.gov,true,487125,948,4207,2884,2009-01-29T18:56:59+00:00
RepLynnJenkins,Lynn Jenkins,Proud to represent the 2nd District of Kansas | CPA,Topeka,,true,23627,4268,1399,5900,2009-01-28T15:54:00+00:00
RepMikeCoffman,Rep. Mike Coffman,Proudly representing Colorado's Sixth Congressional District | @USMC Combat Vet | FB: RepMikeCoffman | RTs/follow ≠ endorsement,Colorado's 6th District,http://coffman.house.gov,true,41169,1909,1736,3648,2009-01-23T19:04:01+00:00
SenJohnMcCain,John McCain,"U.S. Senator John McCain (R-AZ), Chairman of Senate Armed Services Committee","Phoenix, AZ / Washington, DC",,true,3263851,377,20628,14415,2009-01-23T13:42:31+00:00
repbenraylujan,Ben Ray Lujan,"Proudly Representing New Mexico’s 3rd Congressional District. @EnergyCommerce Committee, and Member of @HispanicCaucus. Follows, replies & RTs ≠ endorsement.","",http://www.lujan.house.gov,true,17890,767,1090,1973,2009-01-22T01:00:32+00:00
DanaRohrabacher,Dana Rohrabacher,U.S. Congressman representing CA-48. Former speechwriter for President Reagan. Surfer and father of triplets.,"Huntington Beach, CA",http://www.facebook.com/#!/pages/Dana-Rohrabacher/78476240421,true,39964,361,1635,13070,2009-01-18T08:35:01+00:00
CongressmanGT,Glenn 'GT' Thompson,I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05,"Howard, Pennsylvania ",http://thompson.house.gov,true,19511,2946,1127,6952,2009-01-14T04:54:58+00:00
SpeakerRyan,Paul Ryan,"Office of the 54th Speaker of the House, Paul Ryan.","Janesville, WI",http://www.speaker.gov,true,3650586,264,13239,14897,2009-01-12T21:31:25+00:00
senrobportman,Rob Portman,United States Senator from the Buckeye State.,Ohio,http://portman.senate.gov,true,132037,5042,2955,13721,2009-01-12T20:56:42+00:00
JimLangevin,Jim Langevin,U.S. Congressman for Rhode Island's Second District,"Warwick, RI and Washington, DC",http://Langevin.house.gov/,true,22245,4412,1007,10539,2009-01-12T18:36:58+00:00
JeffFortenberry,Jeff Fortenberry,U.S. Representative for the First Congressional District of Nebraska,"Lincoln, NE / Washington, D.C.",http://fortenberry.house.gov/,true,19720,2206,1077,3376,2009-01-09T16:14:19+00:00
RepScottPerry,RepScottPerry,"Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 4th District (PA).","",http://perry.house.gov,true,15052,2700,718,3145,2009-01-08T18:29:58+00:00
RepSires,Albio Sires,U.S. Representative for New Jersey's 8th Congressional District,"Washington, DC",http://www.sires.house.gov/,true,18935,256,1021,2810,2009-01-06T21:22:37+00:00
SenatorMenendez,Senator Bob Menendez,"Progressive New Jersey Senator fighting 4 #healthcare, #ACA, consumers, immigration reform/#DACA, democracy, diplomacy. Proud 2 work w/ @CoryBooker. #NJPolitics","New Jersey, USA",http://menendez.senate.gov,true,154706,970,3610,8736,2009-01-06T21:01:12+00:00
JerryMoran,Senator Jerry Moran,Official account of U.S. Senator Jerry Moran. Honored to represent Kansans in the U.S. Senate.,Kansas,http://www.moran.senate.gov,true,85902,2928,2055,4713,2009-01-05T14:25:22+00:00
RepHensarling,Jeb Hensarling,"Fighting to control spending & tax increases while advancing the principles of family, free enterprise, and freedom. @FinancialCmte Chairman.","Washington, D.C.",http://hensarling.house.gov/,true,26983,704,1077,1071,2009-01-02T23:08:57+00:00
RepPeteKing,Rep. Pete King,Representing New York's 2nd Congressional District,"Seaford, New York",http://peteking.house.gov/,true,34776,102,1726,2610,2008-12-21T02:49:32+00:00
Jim_Jordan,Rep. Jim Jordan,Proudly serving Ohio's beautiful fourth district. #DoWhatWeSaid,"Washington, D.C. ",http://jordan.house.gov/,true,354486,4244,2941,2754,2008-12-16T17:20:24+00:00
ChrisVanHollen,Chris Van Hollen,U.S. Senator for Maryland,"Maryland, USA",http://www.vanhollen.senate.gov,true,136936,536,2150,4039,2008-12-15T15:00:29+00:00
lisamurkowski,Sen. Lisa Murkowski,Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.,"Alaska & Washington, D.C.",http://murkowski.senate.gov,true,238494,555,3432,5929,2008-12-11T21:55:19+00:00
JudgeCarter,Judge Carter,U.S. Congressman proudly serving the 31st District of Texas & @forthood. Former Judge. Proud @TexasTech Red Raider.,#TX31 ,http://carter.house.gov,true,14644,708,1059,5865,2008-12-10T21:00:58+00:00
cathymcmorris,CathyMcMorrisRodgers,Proudly serving Washington's beautiful 5th District in Congress. Chair of @HouseGOP. Mom of three.,"Spokane, WA & Washington, DC",http://mcmorris.house.gov,true,47930,5132,1961,10405,2008-12-08T23:17:15+00:00
dinatitus,Dina Titus,"Representative of Nevada's First District. Tweeting politics, culture & #OnlyInDistrict1. For my official account see @repdinatitus.","Fabulous Las Vegas, Nevada",http://www.dinatitus.com,true,7782,1235,351,6753,2008-12-05T20:49:41+00:00
farenthold,Blake Farenthold,"Retired conservative Congressman from TX-27.  Corpus Christi, TX","Corpus Christi, TX",,true,20131,1032,925,6598,2008-12-05T12:32:52+00:00
ToddRokita,Rep. Todd Rokita,"Todd Rokita, U.S. Representative of the 4th District of Indiana. Chairman of Subcommittee on Early Childhood, Elementary, and Secondary Education.",Indiana,http://rokita.house.gov,true,23097,3384,980,6178,2008-11-21T20:10:51+00:00
RepErikPaulsen,Rep. Erik Paulsen,Proudly serving the people of Minnesota's Third Congressional District,Minnesota's 3rd Congressional,http://www.paulsen.house.gov,true,20699,3137,1256,5580,2008-11-20T15:28:22+00:00
SenSchumer,Chuck Schumer,Official account of Senator Chuck Schumer - New York’s Senator RT≠endorsement,"New York, NY",http://schumer.senate.gov,true,1521891,26001,9142,14099,2008-11-19T20:10:20+00:00
EdWorkforce,House Ed & Workforce,"Fostering the best opportunities for students to learn, workers to succeed, and employers to grow. Chaired by @VirginiaFoxx.","Washington, D.C.",http://edworkforce.house.gov,true,14486,649,830,6374,2008-09-23T19:33:31+00:00
virginiafoxx,Virginia Foxx,Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.,"Banner Elk, NC",http://www.foxx.house.gov,true,22495,1380,1383,3746,2008-09-12T13:30:07+00:00
clairecmc,Claire McCaskill,"",Missouri/ Washington DC,https://twitter.com/clairecmc,true,451481,37,6347,5341,2008-09-06T20:20:45+00:00
davereichert,Dave Reichert,Representative of the Eighth Congressional District in Washington State,"Auburn, Washington",http://reichert.house.gov,true,21271,2987,1172,3881,2008-09-02T20:12:26+00:00
JeffFlake,Jeff Flake,Senator from Arizona,"Mesa, AZ",,true,668455,219,4048,2681,2008-08-30T17:00:58+00:00
repblumenauer,Earl Blumenauer,Congressman,"Portland, OR",http://www.earlblumenauer.com,true,56995,532,1899,3501,2008-08-23T06:38:46+00:00
LamarSmithTX21,Lamar Smith,"I represent the 21st District of TX in Congress and Chair the Science, Space, and Technology Committee. Join me: https://t.co/mIljMWAOmi",TX21,http://lamarsmith.house.gov/,true,27784,3617,1445,3545,2008-08-14T21:53:40+00:00
CoryBooker,Cory Booker,U.S. Senator from New Jersey,"Newark, NJ",,true,4123392,93026,16646,62434,2008-08-11T14:41:16+00:00
NancyPelosi,Nancy Pelosi,"Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",San Francisco,http://www.democraticleader.gov/,true,1675222,327,13729,8050,2008-08-07T15:35:02+00:00
michaelcburgess,"Michael Burgess, MD","Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life","Washington, DC/Lake Dallas, TX",http://burgess.house.gov,true,27343,1922,1451,5306,2008-08-06T15:25:19+00:00
marcorubio,Marco Rubio,US Senator for Florida. Follow @SenRubioPress for official updates. @TeamMarco for campaign updates.,United States,http://marcorubio.com,true,3641102,2386,15357,9293,2008-08-06T03:07:06+00:00
RepShimkus,John Shimkus,I represent the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment Subcommittee.,"Illinois, USA",http://shimkus.house.gov,true,28148,1110,1381,10433,2008-07-25T17:01:16+00:00
boblatta,U.S. Rep. Bob Latta,Representing #OH5. Deputy Whip. Member of @HouseCommerce Committee. Chairman of the Digital Commerce & Consumer Protection Subcommittee.,"ÜT: 41.052377,-82.130057",http://latta.house.gov,true,36307,5773,1317,6698,2008-07-11T18:33:24+00:00
jaredpolis,Jared Polis,"father, entrepreneur,education policy, baseball, tech, politics, gaymer - Day job serving in Congress, also running for Colorado Governor","Boulder, CO",,true,51785,5166,2078,6417,2008-07-09T03:04:04+00:00
RobWittman,Rep. Rob Wittman,"proud husband, father, grandfather; representing VA's 1st District; Seapower and Projection Forces Subcommittee Chair; advocate of sportsman-led conservation","Montross, VA",http://wittman.house.gov,true,26252,6764,1327,5283,2008-07-08T18:25:49+00:00
ChrisCoons,Senator Chris Coons,"Father, husband, U.S. Senator from Delaware","Wilmington, DE",http://coons.senate.gov,true,119510,2347,2416,10212,2008-07-05T11:17:54+00:00
chelliepingree,Chellie Pingree,"Farmer, mother, Maine islander, Member of Congress, lover of root vegetables",Maine -- the best place to be!,http://pingree.house.gov,true,23651,783,1336,4022,2008-06-02T20:29:56+00:00
johnculberson,John Culberson,"John Culberson: Proud father, happy husband. Texas Congressman-Jeffersonian Republican. Let Texans Run Texas. Amateur astronomer, Mineral & fossil collector",Houston TX/Washington DC,https://twitter.com/johnculberson,true,17057,11234,977,3665,2008-05-26T02:46:17+00:00
GrahamBlog,Lindsey Graham,Twitter feed for U.S. Senator Lindsey Graham of South Carolina.,"Washington, DC",http://lgraham.senate.gov,true,119863,2089,3383,4240,2008-05-20T13:57:21+00:00
SenateGOP,Senate Republicans,News and updates from Republican senators and their staff.,"Washington, D.C.",http://www.facebook.com/senategop,true,706179,31001,7038,22709,2008-04-09T19:42:03+00:00
RosLehtinen,Ileana Ros-Lehtinen,Blessed to rep beautiful South Florida and the wonderful folks who live here!,"Miami, Florida",http://ros-lehtinen.house.gov,true,134101,3151,2290,30405,2008-04-01T14:59:30+00:00
keithellison,Keith Ellison,"Member of Congress from Minnesota's Fifth District. Vice Chair & Labor Liaison, @USProgressives. Host of We The Podcast. Subscribe here: https://t.co/NSnxwreA3H","Minneapolis — Washington, D.C.",,true,370163,6833,5420,21132,2008-03-12T21:38:12+00:00
RepTimRyan,Congressman Tim Ryan,Congressman for Ohio’s 13th District. Follow me on Instagram: https://t.co/Yg0NJpu0wF,"Warren, OH",http://timryan.house.gov,true,54839,2467,1743,6611,2008-02-14T21:57:32+00:00
JohnCornyn,Senator John Cornyn,"Personally curated news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements","Austin, Texas",http://cornyn.senate.gov,true,165314,11531,5094,29020,2008-02-07T19:52:55+00:00
WaysandMeansGOP,Ways and Means,"The Senior Committee, with jurisdiction over taxes, trade, healthcare, welfare, and Social Security","Washington, D.C.",http://waysandmeans.house.gov,true,37926,561,1314,8901,2008-01-28T15:30:34+00:00
SteveDaines,Steve Daines,Married 31 years to Cindy. Parents of four. Three dogs. Serving the people of Montana in the U.S. Senate. 🇺🇸,"Bozeman, MT",http://www.daines.senate.gov,true,40717,659,1163,5443,2007-12-30T05:52:03+00:00
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",Iowa,http://grassley.senate.gov,true,331913,13878,5335,7221,2007-11-26T15:17:02+00:00
MarkWarner,Mark Warner,"Serving Virginia in the US Senate. Vice Chairman, Intel Committee. Dad, Husband, Budget Wonk. Previous: Serial entrepreneur, business guy, 69th Governor of Va",Virginia,http://warner.senate.gov,true,417401,22597,4593,8006,2007-07-12T14:03:33+00:00
JimInhofe,Jim Inhofe,United States Senator from the great state of Oklahoma.,Oklahoma,http://www.Inhofe.senate.gov,true,45651,347,2021,1601,2007-07-05T14:39:13+00:00
JohnBoozman,Senator John Boozman,Representing Arkansas in the U.S. Senate. Contact Info: 202-224-4843 #ServingAR #ARinDC,Arkansas,http://boozman.senate.gov,true,72883,766,2315,4438,2007-04-27T16:05:52+00:00
nikiinthehouse,Niki Tsongas,"Proudly representing the families of the Massachusetts 3rd District.

More info at: http://t.co/mp6QlRchln","",http://facebook.com/reptsongas,true,22254,1910,901,6722,2011-01-25T20:57:25+00:00
RepTipton,Rep. Scott Tipton,"Proud to Represent the people of #Colorado's 3rd Congressional District. Member of @FinancialCmte, @NatResources & Vice Chairman of @westerncaucus","Cortez, CO",http://tipton.house.gov/,true,21430,1273,929,2883,2011-01-25T20:01:25+00:00
SenatorLeahy,Sen. Patrick Leahy,"","Washington, DC",http://www.leahy.senate.gov,true,172444,2487,2801,13962,2011-01-25T18:20:07+00:00
RepFrankLucas,Frank Lucas,Fifth generation Oklahoman proudly representing the Third Congressional District of Oklahoma.,"",http://www.lucas.house.gov,true,17434,273,443,713,2011-01-25T15:24:07+00:00
SenWhitehouse,Sheldon Whitehouse,"U.S. Senator from #RhodeIsland, the Ocean State.

Connect with me on Facebook: https://t.co/UCCVc6TDBg",Rhode Island,http://whitehouse.senate.gov/,true,290974,1744,3045,9877,2011-01-25T01:52:03+00:00
RepMcGovern,Rep. Jim McGovern,Dad. Husband. Born & raised in Worcester. Proudly working for the people of MA's 2nd District. Ranking Member of @RulesDemocrats.,"Massachusetts, USA",http://mcgovern.house.gov,true,38357,479,1324,8721,2011-01-24T19:18:36+00:00
RepLoBiondo,Frank LoBiondo,Congressman proudly representing New Jersey's 2nd District. Chairman of House Aviation Subcommittee & CIA Subcommittee,#SouthJersey,http://www.lobiondo.house.gov,true,16992,244,837,4468,2011-01-21T18:28:47+00:00
RepYvetteClarke,Yvette D. Clarke,Representing New York’s 9th Congressional District. Brooklyn bred.,"Brooklyn, NY",http://clarke.house.gov,true,46100,3802,1317,11783,2011-01-20T20:14:21+00:00
RepGosar,"Rep. Paul Gosar, DDS",U.S. Representative for AZ’s 4th District. Chairman of @westerncaucus. Chairman of Energy & Minerals @NatResources. #EnergyDomimance #BuildTheWall #MAGA 🇺🇸,"",http://gosar.house.gov,true,43762,4480,1388,9152,2011-01-20T17:44:27+00:00
RepMcKinley,David B. McKinley,Proud to serve the First District of West Virginia in the U.S. House of Representatives. Member of the Energy and Commerce Committee. Staff-run account,"",http://mckinley.house.gov/,true,29461,1082,823,5709,2011-01-19T22:29:00+00:00
RepJeffDuncan,Rep. Jeff Duncan,"Christian, husband, father, small business owner. Lover of football & the outdoors. Employee for the people of SC's Third Congressional District. Call me Jeff.","Laurens, SC",http://fb.com/repjeffduncan,true,55353,17382,1384,8149,2011-01-19T20:45:16+00:00
RepTomMarino,Rep. Tom Marino,Proud to serve citizens of PA-10. Member on @HouseForeign @HouseJudiciary & Vice President of @NATO Parliamentary Assembly,Pennsylvania,http://marino.house.gov,true,21729,926,893,3021,2011-01-19T19:11:27+00:00
HouseHomeland,House Homeland,"Official Twitter Account of the Homeland Security Committee, U.S. House of Representatives. Chaired by @RepMcCaul (TX).","Washington, DC",http://homeland.house.gov,true,21559,1033,752,6096,2011-01-18T21:11:04+00:00
RepKarenBass,Congressmember Bass,"Representing California's 37th District, which includes Los Angeles, South LA, and Culver City. https://t.co/XHzgMSAQAc",Los Angeles & Washington,http://karenbass.house.gov,true,87366,2629,1759,4530,2011-01-18T20:25:36+00:00
RepLouBarletta,Rep. Lou Barletta,Proudly representing Pennsylvania's 11th Congressional District.,"",http://barletta.house.gov/,true,28631,1773,914,3066,2011-01-18T16:37:10+00:00
RepWalberg,Rep Tim Walberg,"Proudly serving the Michigan 7th District, tweet at me or join the discussion on Facebook http://t.co/W4dgfpnMav",MI 7th Congressional District,http://walberg.house.gov,true,15716,1245,865,4366,2011-01-13T20:26:26+00:00
RepHultgren,Rep. Randy Hultgren,Member of Congress proudly representing IL-14. Member: @HouseScience @FinancialCmte Committees. Co-Chairman: @TLHumanRights. FB profile: http://t.co/cAzY81jGee,"",http://hultgren.house.gov,true,20914,1907,949,4982,2011-01-13T18:03:42+00:00
RepHartzler,Rep. Vicky Hartzler,I serve the hardworking Missourians of #MO4. Working to reduce big govt. burden & unleash American spirit. On Armed Services and Agriculture Committees.,"Harrisonville, Missouri",http://hartzler.house.gov,true,20094,1045,988,6447,2011-01-13T15:38:52+00:00
RepSteveChabot,Rep. Steve Chabot,"Husband, grandpa, public servant, & proud Cincinnatian. Chairman of @HouseSmallBiz & senior Member on @HouseJudiciary & @HouseForeign.",Cincinnati,http://chabot.house.gov,true,26803,3039,1036,3245,2011-01-13T15:03:08+00:00
TGowdySC,Trey Gowdy,"Husband, father, former prosecutor, South Carolinian for life.","Spartanburg, SC",,true,938028,404,4122,1898,2011-01-12T16:57:04+00:00
RepBillFlores,Rep. Bill Flores,"I am working hard for Texas families in District 17 to rebuild our national security, improve economic opportunity, and protect our Constitutional liberties.",17th District of Texas,https://flores.house.gov,true,18559,3467,946,8783,2011-01-12T15:20:23+00:00
RepMoBrooks,Mo Brooks,Thanks for following me. I'm the Congressman for Alabama's Fifth District and this is my official Twitter page. It's an honor to serve you.,Alabama,http://brooks.house.gov,true,27878,2417,1146,1909,2011-01-12T14:46:14+00:00
RepJimRenacci,Rep. Jim Renacci,"Congressman, 16th District of Ohio","",http://renacci.house.gov,true,30878,915,903,4461,2011-01-11T17:20:35+00:00
SenGaryPeters,Senator Gary Peters,U.S. Senator proudly representing the state of Michigan.,"",http://peters.senate.gov,true,109487,1144,1424,5170,2011-01-10T19:17:36+00:00
NormaJTorres,Rep. Norma Torres,U.S. Representative for California's 35th District. @RulesDemocrats @HFACDemocrats,"",http://torres.house.gov,true,16672,755,599,6217,2011-01-10T06:30:14+00:00
RepHanabusa,Colleen Hanabusa,Proudly Representing Hawaii's First Congressional District,"Washington, D.C.",http://hanabusa.house.gov/,true,12050,2307,670,2553,2011-01-08T01:13:45+00:00
DesJarlaisTN04,Scott DesJarlais,Individual Rights. Small Government. Strong Defense. Representing Tennessee's 4th District in Congress.,"",,true,16448,1577,845,4229,2011-01-07T21:47:44+00:00
RepStevePearce,Steve Pearce,I represent New Mexico's 2nd Congressional District.  I am fighting to create jobs in NM and voice New Mexicans' other concerns in Washington.,"Hobbs, NM",http://pearce.house.gov,true,13814,797,790,4488,2011-01-07T19:44:44+00:00
RepKristiNoem,Rep. Kristi Noem,"I'm South Dakota's lone Member of the U.S. House of Representatives. I live in Castlewood, SD with my husband Bryon and three kids Kassidy, Kennedy & Booker.","",http://noem.house.gov,true,27909,347,1118,5265,2011-01-07T18:44:34+00:00
SenCoryGardner,Cory Gardner,Proudly serving the state of Colorado in the United States Senate. This is my official Senate Twitter account.,Colorado,,true,105136,283,1899,4198,2011-01-07T17:02:56+00:00
RepChuck,Chuck Fleischmann,My official House office Twitter account. I work for the people of TN-03.,"Washington, D.C./TN-03",http://fleischmann.house.gov,true,14422,643,746,2118,2011-01-07T15:46:29+00:00
RepBobGibbs,Rep. Bob Gibbs,R-OH https://t.co/2BckMkGpZV,US Congress,http://gibbs.house.gov,true,34648,2857,870,3044,2011-01-06T17:17:21+00:00
RepLarryBucshon,"Larry Bucshon, MD",Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38gWLlg,Indiana's 8th District,http://bucshon.house.gov,true,19352,1972,871,5272,2011-01-06T16:45:56+00:00
AustinScottGA08,Rep. Austin Scott,I am proud to represent the 8th Congressional District of Georgia. | Committees: @HASCRepublicans and @HouseAgNews | Also at https://t.co/gEh48fmc4Q.,"Tifton, GA",http://austinscott.house.gov,true,18845,421,811,2669,2011-01-06T16:01:46+00:00
HouseAgNews,House Ag Committee,News and updates from Chairman K. Michael Conaway (TX-11) and the House Agriculture Committee.,"Washington, DC",http://agriculture.house.gov,true,21297,1215,693,5881,2011-01-06T00:23:09+00:00
rep_stevewomack,Rep. Steve Womack,Proud to serve the folks of Arkansas's 3rd District. Chairman of @HouseBudgetGOP.,Arkansas's 3rd District,http://www.womack.house.gov,true,18880,1355,824,5902,2011-01-05T18:53:03+00:00
Sen_JoeManchin,Senator Joe Manchin,"I proudly serve the people of West Virginia. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.","",http://manchin.senate.gov,true,172778,732,2398,5290,2011-01-05T14:13:33+00:00
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,Indiana,http://Young.Senate.Gov,true,38585,510,1339,4360,2011-01-04T22:35:16+00:00
RepMGriffith,Morgan Griffith,Congressman Griffith represents the 9th District of Virginia in the U.S. House of Representatives.,9th District of Virginia,http://morgangriffith.house.gov,true,26059,433,847,1270,2011-01-04T19:05:24+00:00
RepSeanDuffy,Sean Duffy,"Devoted husband of one, proud father of eight, and the Representative for Wisconsin's Seventh District. Also at https://t.co/Y7pV5IPxzR. #GoPackGo","",http://duffy.house.gov,true,35030,2764,1085,6324,2011-01-04T17:28:01+00:00
RepWilson,Rep Frederica Wilson,Former educator & state legislator; founder & chair of FL Ports Caucus; founder of 5000 Role Models Project; #WHEREARETHEGIRLS?,Washington DC,http://wilson.house.gov/,true,65349,3319,1372,11852,2011-01-04T17:08:09+00:00
RepHuizenga,Rep. Bill Huizenga,I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!,"2nd District, MI",http://huizenga.house.gov/contact,true,18603,4788,847,6124,2011-01-04T14:01:28+00:00
justinamash,Justin Amash,"I defend #liberty and explain every vote at https://t.co/3KzEquoyad • 'Laws must be general, equal, and certain.' —F.A. Hayek",Third District of Michigan,,true,143015,5600,3147,15467,2011-01-04T07:09:11+00:00
SenRonJohnson,Senator Ron Johnson,Chairman of the Homeland Security and Governmental Affairs Committee & the Subcommittee on Europe & Regional Security Cooperation. Tweets from Ron are signed–rj,"Oshkosh, WI",http://www.ronjohnson.senate.gov,true,96468,524,2460,4594,2011-01-04T00:25:27+00:00
SenateAgDems,Senate Ag Democrats,"Updates from the Office of Ranking Member Debbie Stabenow, U.S. Senate Committee on Agriculture, Nutrition, & Forestry","Washington, DC",http://ag.senate.gov,true,17558,1566,619,2225,2011-01-03T22:06:57+00:00
RepRickCrawford,Rep Rick Crawford,"Representing Arkansas's 1st District in the United States Congress. Agriculture, Intelligence, Transportation & Infrastructure Committees.","Washington, DC",http://crawford.house.gov,true,17032,1044,835,4843,2011-01-03T21:57:49+00:00
USRepKeating,Bill Keating,Welcome to the official Twitter page of Congressman Bill Keating!,"Bourne, Ma",http://keating.house.gov/,true,14109,601,720,1318,2011-01-01T23:58:47+00:00
